arab	engl	desc	info	phon	line
ﻓﺎﻭل	(sports) foul, foul play	n	pl faawlaat	faawil	faawil ‫ ﻓﺎﻭل‬n (pl faawlaat) (sports) foul, foul play
ﻓﺎﻴﺩﺓ	benefit; use, utility; da faaydat-o shinu what's the use of it?; be-la/be-duun/ min gheer faayda in vain	n	NA	faayda	faayda ‫ ﻓﺎﻴﺩﺓ‬n (pl fawaayid) 1 benefit; use, utility; da faaydat-o shinu what's the use of it?; be-la/be-duun/ min gheer faayda in vain 2 profit, interest 3 royalty
ﻓﺎﻴﺩﺓ	profit, interest	n	NA	faayda	faayda ‫ ﻓﺎﻴﺩﺓ‬n (pl fawaayid) 1 benefit; use, utility; da faaydat-o shinu what's the use of it?; be-la/be-duun/ min gheer faayda in vain 2 profit, interest 3 royalty
ﻓﺎﻴﺩﺓ	royalty	n	NA	faayda	faayda ‫ ﻓﺎﻴﺩﺓ‬n (pl fawaayid) 1 benefit; use, utility; da faaydat-o shinu what's the use of it?; be-la/be-duun/ min gheer faayda in vain 2 profit, interest 3 royalty
ﻓﺎﻴﺽ	surplus (in balance), reserves (accounts)	n	NA	faayiḍ	faayiḍ ‫ ﻓﺎﻴﺽ‬n surplus (in balance), reserves (accounts)
ﻓﺎﻴﻕ	said about a lazy and irresponsible person	adj	NA	faayig	faayig ‫ ﻓﺎﻴﻕ‬adj said about a lazy and irresponsible person
ﻓﺎﻴﺯ	winning	adj	NA	faayiz	faayiz ‫ ﻓﺎﻴﺯ‬adj winning • n winner
ﻓﺎﻴﺯ	winner	n	NA	faayiz	faayiz ‫ ﻓﺎﻴﺯ‬adj winning • n winner
ﻓﺎﻴل	file (of papers)	n	pl -aat	faayl	faayl ‫ ﻓﺎﻴل‬n (pl -aat) file (of papers)
ﻓﻴﺭﻭﺱ	virus	n	pl -aat	faayruus	faayruus ‫ ﻓﻴﺭﻭﺱ‬n (pl -aat) virus
ﻓﺎﻴﻅ	incorrect behaviour (in business, construction); ishtaghal lee-na be-l-faayẓ he cheated us with his work	n	NA	faayẓ	faayẓ ‫ ﻓﺎﻴﻅ‬n incorrect behaviour (in business, construction); ishtaghal lee-na be-l-faayẓ he cheated us with his work
ﻓﺎﺯ	(be-) to win; faaz be-jaayza to win a prize	vi	u, fooz	faaz	faaz ‫ ﻓﺎﺯ‬vi (u, fooz) (be-) to win; faaz be-jaayza to win a prize
ﻓﺎﻅﺔ	vase; flower pot, plant pot	n	NA	faaẓa	faaẓa ‫ ﻓﺎﻅﺔ‬n vase; flower pot, plant pot
ﻓﺒﺭﺍﻴﺭ	February	n	NA	fabraayir	fabraayir ‫ ﻓﺒﺭﺍﻴﺭ‬n February
ﻓﺒﺭﻙ	to manufacture in a shoddy way	vt	NA	fabrak	fabrak ‫ ﻓﺒﺭﻙ‬vt (fabraka) 1 to manufacture in a shoddy way 2 to fabricate (a lie)
ﻓﺒﺭﻙ	to fabricate (a lie)	vt	NA	fabrak	fabrak ‫ ﻓﺒﺭﻙ‬vt (fabraka) 1 to manufacture in a shoddy way 2 to fabricate (a lie)
ﻓﺩﻯ	to ransom	vt	-i, fidiya	fada	fada ‫ ﻓﺩﻯ‬vt (-i, fidiya) to ransom
ﻓﻀﺎ	cosmic space	n	NA	faḍaa	faḍaa ‫ ﻓﻀﺎ‬n cosmic space
ﻓﻀﺎﺌﻲ	spatial, space; qanaa faḍaaꞌiyya satellite channel	adj	NA	faḍaaꞌi	faḍaaꞌi ‫ ﻓﻀﺎﺌﻲ‬adj spatial, space; qanaa faḍaaꞌiyya satellite channel
ﻓﻀﺎﻴﺔ	open space	n	NA	faḍaaya	faḍaaya ‫ ﻓﻀﺎﻴﺔ‬n open space
ﻓﻀﺢ	to scandalize, bring shame on	vt	a, faḍiḥ, faḍiiḥa	faḍaḥ	faḍaḥ ‫ ﻓﻀﺢ‬vt (a, faḍiḥ, faḍiiḥa) to scandalize, bring shame on
ﻓﻀﻼ ﺕ	left-overs	n	NA	faḍalaat	faḍalaat ‫ ﻓﻀﻼ ﺕ‬n pl 1 left-overs 2 faeces
ﻓﻀﻼ ﺕ	faeces	n	NA	faḍalaat	faḍalaat ‫ ﻓﻀﻼ ﺕ‬n pl 1 left-overs 2 faeces
ﺔ ﻓﻀ	silver	n	NA	faḍḍa	faḍḍa ‫ﺔ‬‫ ﻓﻀ‬n silver
ﻰ ﻓﻀ	to empty; to unload	vt	-i, fiḍḍeey, tafḍiya	faḍḍa	faḍḍa ‫ﻰ‬‫ ﻓﻀ‬vt (-i, fiḍḍeey, tafḍiya) to empty; to unload
 ﻓﺽ	to put an end to	vt	i, faḍḍ, faḍaḍaan	faḍḍa 	faḍḍa ‫ ﻓﺽ‬vt (i, faḍḍ, faḍaḍaan) to put an end to
ل ﻓﻀ	(ʿala) to favour, prefer s.o./sth. (to)	vt	NA	faḍḍal	faḍḍal ‫ل‬‫ ﻓﻀ‬vt 1 (tafḍiil) (ʿala) to favour, prefer s.o./sth. (to) 2 (fiḍḍeel) to leave (food for s.o. else)
ل ﻓﻀ	to leave (food for s.o. else)	vt	NA	faḍḍal	faḍḍal ‫ل‬‫ ﻓﻀ‬vt 1 (tafḍiil) (ʿala) to favour, prefer s.o./sth. (to) 2 (fiḍḍeel) to leave (food for s.o. else)
ﻲ ﻓﻀ	silver	adj	NA	faḍḍi	faḍḍi ‫ﻲ‬‫ ﻓﻀ‬adj silver
ﻓﻀﻔﺽ	to relieve one's feelings, unburden one's mind	vi	faḍfaḍa	faḍfaḍ	faḍfaḍ ‫ ﻓﻀﻔﺽ‬vi (faḍfaḍa) to relieve one's feelings, unburden one's mind
ﻓﻀﻴﺤﺔ	public disgrace, scandal	n	pl faḍaayiḥ	faḍiiḥa	faḍiiḥa ‫ ﻓﻀﻴﺤﺔ‬n (pl faḍaayiḥ) public disgrace, scandal
ﻓﻀﻴل	kind	adj	NA	faḍiil	faḍiil ‫ ﻓﻀﻴل‬adj kind
ﻓﻀﻴﻠﺔ	virtue	n	pl faḍaayil	faḍiila	faḍiila ‫ ﻓﻀﻴﻠﺔ‬n (pl faḍaayil) virtue
ﻓﻀﻠﺔ	rest, remnant, remainder	n	pl faḍalaat	faḍla	faḍla ‫ ﻓﻀﻠﺔ‬n (pl faḍalaat) rest, remnant, remainder
ﻓﻀل	grace, goodness, favour; min faḍl-ak please (requesting)	n	pl afḍaal	faḍul	faḍul ‫ ﻓﻀل‬n (pl afḍaal) grace, goodness, favour; min faḍl-ak please (requesting)
ﻓﻀﻭﺓ	free time	n	NA	faḍwa	faḍwa ‫ ﻓﻀﻭﺓ‬n free time
ﻓﻘﻊ	to break open, split (e.g. nuts, fruit, eggs); fagaʿ maraart-i (lit. he split my gall) he gave me a very hard time	vt	a, fagiʿ, fagʿa	fagaʿ	fagaʿ ‫ ﻓﻘﻊ‬vt (a, fagiʿ, fagʿa) to break open, split (e.g. nuts, fruit, eggs); fagaʿ maraart-i (lit. he split my gall) he gave me a very hard time
ﻓﻘﺩ	to lose	vt	i, fagid, fugdaan	fagad	fagad ‫ ﻓﻘﺩ‬vt (i, fagid, fugdaan) to lose
ﻓﻘﺵ	to break open	vt	i, fagish	fagash	fagash ‫ ﻓﻘﺵ‬vt (i, fagish) to break open
ﻓﻘﹼﻊ	to break open, split (e.g. nuts, fruit, eggs)	vt	figgeeʿ, fagʿa, tafgiiʿ	faggaʿ	faggaʿ ‫ ﻓﻘﹼﻊ‬vt (figgeeʿ, fagʿa, tafgiiʿ) to break open, split (e.g. nuts, fruit, eggs)
ﻓﻘﹼﺎﻋﺔ	air- bubble	n	pl -aat, fagaagiiʿ	faggaaʿa	faggaaʿa ‫ ﻓﻘﹼﺎﻋﺔ‬n (pl -aat, fagaagiiʿ) air- bubble
ﻓﻘﹼﺵ	to break into pieces	vt	figgeesh	faggash	faggash ‫ ﻓﻘﹼﺵ‬vt (figgeesh) to break into pieces
ﻓﻘﻴﺭ	poor	adj	NA	fagiir	fagiir ‫ ﻓﻘﻴﺭ‬(pl fugara) adj poor • n mystic
ﻓﻘﻴﺭ	mystic	n	NA	fagiir	fagiir ‫ ﻓﻘﻴﺭ‬(pl fugara) adj poor • n mystic
ﻓﻘﺭﺍﻥ	poor	adj	NA	fagraan	fagraan ‫ ﻓﻘﺭﺍﻥ‬adj poor
ﻓﻘﺭﻱ	very good in doing a job, proficient	adj	NA	fagri	fagri ‫ ﻓﻘﺭﻱ‬adj very good in doing a job, proficient
ﻓﻘﺭ	poverty	n	NA	fagur	fagur ‫ ﻓﻘﺭ‬n poverty
ﻓﻬﻡ	understanding; suuꞌ faham misunderstanding	n	NA	faham	faham ‫ ﻓﻬﻡ‬n understanding; suuꞌ faham misunderstanding
ﻡ ﻓﻬ	to explain, make s.o. understand	vt	fihheem, faham	fahham	fahham ‫ﻡ‬‫ ﻓﻬ‬vt (fihheem, faham) to explain, make s.o. understand
ﻓﻬﺭﺱ	to make a list of; to index, catalogue	vt	fahrasa	fahras	fahras ‫ ﻓﻬﺭﺱ‬vt (fahrasa) to make a list of; to index, catalogue
ﻓﻬﺭﺴﺔ	index	n	pl fahaaris	fahrasa	fahrasa ‫ ﻓﻬﺭﺴﺔ‬n (pl fahaaris) index
ﻓﺤﻡ	coal, charcoal	n	NA	faḥam	faḥam ‫ ﻓﺤﻡ‬n coal, charcoal
ﻓﺤﺹ	to check (mechanics)	vt	NA	faḥaṣ	faḥaṣ ‫ ﻓﺤﺹ‬vt (a, faḥiṣ) 1 to check (mechanics) 2 to do a laboratory test
ﻓﺤﺹ	to do a laboratory test	vt	NA	faḥaṣ	faḥaṣ ‫ ﻓﺤﺹ‬vt (a, faḥiṣ) 1 to check (mechanics) 2 to do a laboratory test
 ﻓﺢ	to hiss (snake)	vi	i, faḥḥiiḥ	faḥḥa 	faḥḥa ‫ ﻓﺢ‬vi (i, faḥḥiiḥ) to hiss (snake)
ﻁ ﻓﺤ	to brake suddenly (in joy-riding)	vi	fiḥḥeeṭ, tafhiiṭ	faḥḥaṭ	faḥḥaṭ ‫ﻁ‬‫ ﻓﺤ‬vi (fiḥḥeeṭ, tafhiiṭ) to brake suddenly (in joy-riding)
ﻓﺤﺹ	check-up (mechanics)	n	NA	faḥiṣ	faḥiṣ ‫ ﻓﺤﺹ‬n (pl fuḥuuṣaat) 1 check-up (mechanics) 2 laboratory test
ﻓﺤﺹ	laboratory test	n	NA	faḥiṣ	faḥiṣ ‫ ﻓﺤﺹ‬n (pl fuḥuuṣaat) 1 check-up (mechanics) 2 laboratory test
ﻓﺠﺎﺓ	suddenly, unexpectedly, by surprise	adv	and fajꞌatan	fajꞌa	fajꞌa ‫ ﻓﺠﺎﺓ‬adv (and fajꞌatan) suddenly, unexpectedly, by surprise
ﻓﺠﻕ	to crush with the foot	vt	a, fajiq	fajaq	fajaq ‫ ﻓﺠﻕ‬vt (a, fajiq) to crush with the foot
ﺭ ﻓﺠ	to explode	vt	tafjiir	fajjar	fajjar ‫ﺭ‬‫ ﻓﺠ‬vt (tafjiir) to explode
ﺔ ﻓﺠﺭﻴ	work at dawn	n	agr	fajriyya	fajriyya ‫ﺔ‬‫ ﻓﺠﺭﻴ‬n (agr) work at dawn
ﻓﺠﺭ	dawn	n	NA	fajur	fajur ‫ ﻓﺠﺭ‬n dawn
ﻓﺠﻭﺓ	gap	n	NA	fajwa	fajwa ‫ ﻓﺠﻭﺓ‬n gap
ﻓﻜﻙ	dislocation	n	NA	fakak	fakak ‫ ﻓﻜﻙ‬n dislocation
ﻓﻜﻲ	traditional healer who uses verses of the Koran or charms as a form of magic	n	NA	fakii	fakii ‫ ﻓﻜﻲ‬n (pl fukaya) 1 traditional healer who uses verses of the Koran or charms as a form of magic 2 holy man 3 (Isl) religious teacher
ﻓﻜﻲ	holy man	n	NA	fakii	fakii ‫ ﻓﻜﻲ‬n (pl fukaya) 1 traditional healer who uses verses of the Koran or charms as a form of magic 2 holy man 3 (Isl) religious teacher
ﻓﻜﻲ	religious teacher	n	NA	fakii	fakii ‫ ﻓﻜﻲ‬n (pl fukaya) 1 traditional healer who uses verses of the Koran or charms as a form of magic 2 holy man 3 (Isl) religious teacher
ﻓﻙ	jaw (animals)	n	pl fukuuk, afkaak	fakk	fakk ‫ ﻓﻙ‬n (pl fukuuk, afkaak) jaw (animals)
ﻓﻜﹼﺔ	coins; small change; fakka ḥadiid coins	n	NA	fakka	fakka ‫ ﻓﻜﹼﺔ‬n coins; small change; fakka ḥadiid coins
 ﻓﻙ	to undo, untie, unscrew; to loosen	vt	NA	fakka 	fakka ‫ ﻓﻙ‬vt 1 (i, fakk, fakakaan) to undo, untie, unscrew; to loosen 2 (i, fakk, fakakaan) to take to pieces, take apart, dismantle 3 (i, fakk, fakka) to set free, release (e.g. from prison) 4 (i, fakka) to give change (money)
 ﻓﻙ	to take to pieces, take apart, dismantle	vt	NA	fakka 	fakka ‫ ﻓﻙ‬vt 1 (i, fakk, fakakaan) to undo, untie, unscrew; to loosen 2 (i, fakk, fakakaan) to take to pieces, take apart, dismantle 3 (i, fakk, fakka) to set free, release (e.g. from prison) 4 (i, fakka) to give change (money)
 ﻓﻙ	to set free, release (e.g. from prison)	vt	NA	fakka 	fakka ‫ ﻓﻙ‬vt 1 (i, fakk, fakakaan) to undo, untie, unscrew; to loosen 2 (i, fakk, fakakaan) to take to pieces, take apart, dismantle 3 (i, fakk, fakka) to set free, release (e.g. from prison) 4 (i, fakka) to give change (money)
 ﻓﻙ	to give change (money)	vt	NA	fakka 	fakka ‫ ﻓﻙ‬vt 1 (i, fakk, fakakaan) to undo, untie, unscrew; to loosen 2 (i, fakk, fakakaan) to take to pieces, take apart, dismantle 3 (i, fakk, fakka) to set free, release (e.g. from prison) 4 (i, fakka) to give change (money)
ﻓﻜﹼﺭ	(fi) to think (about)	vi	tafkiir	fakkar	fakkar ‫ ﻓﻜﹼﺭ‬vi (tafkiir) (fi) to think (about)
ﻓﺨﺭ	(be-) to be proud (of)	vi	a, fakhr	fakhar	fakhar ‫ ﻓﺨﺭ‬vi (a, fakhr) (be-) to be proud (of)
ﻓﺨﺩﺓ	leg (meat)	n	pl fikhad	fakhda	fakhda ‫ ﻓﺨﺩﺓ‬n (pl fikhad) leg (meat)
ﻓﺨﻔﺨﺔ	pomposity	n	NA	fakhfakha	fakhfakha ‫ ﻓﺨﻔﺨﺔ‬n pomposity
ﻓﺦ	brittle	adj	NA	fakhkh	fakhkh ‫ ﻓﺦ‬adj brittle
ﻓﺨﺭ	pride	n	NA	fakhr	fakhr ‫ ﻓﺨﺭ‬n pride
ﻓﺨﻭﺭ	proud (of)	adj	min, be-	fakhuur	fakhuur ‫ ﻓﺨﻭﺭ‬adj (min, be-) proud (of)
ﻓﻼﺤﺔ	honesty, probity, sensibility	n	NA	falaaḥa	falaaḥa ‫ ﻓﻼﺤﺔ‬n 1 (of children) honesty, probity, sensibility 2 (of adults) success
ﻓﻼﺤﺔ	success	n	NA	falaaḥa	falaaḥa ‫ ﻓﻼﺤﺔ‬n 1 (of children) honesty, probity, sensibility 2 (of adults) success
ﻓﻠﺢ	(fi) to succeed (in), prosper	vi	a, falaaḥa	falaḥ	falaḥ ‫ ﻓﻠﺢ‬vi (a, falaaḥa) (fi) to succeed (in), prosper
ﻓﻠﺠﺔ	space between the front teeth (sign of beauty)	n	NA	falaja	falaja ‫ ﻓﻠﺠﺔ‬n space between the front teeth (sign of beauty)
ﻓﻠﻙ	star; planet; ʿilim al-falak astronomy	n	NA	falak	falak ‫ ﻓﻠﻙ‬n 1 (pl aflaak) star; planet; ʿilim al-falak astronomy 2 universe
ﻓﻠﻙ	universe	n	NA	falak	falak ‫ ﻓﻠﻙ‬n 1 (pl aflaak) star; planet; ʿilim al-falak astronomy 2 universe
ﻓﻠﺱ	bankruptcy	n	NA	falas	falas ‫ ﻓﻠﺱ‬n bankruptcy
ﻓﻠﻘﺴﺔ	exaggeration in one's way of talking, in content or style	n	NA	falgasa	falgasa ‫ ﻓﻠﻘﺴﺔ‬n exaggeration in one's way of talking, in content or style
ﻓﻠﻬﻤﺔ	affectation, airs, showing off	n	NA	falhama	falhama ‫ ﻓﻠﻬﻤﺔ‬n affectation, airs, showing off
ﻓﻠﹼﻰ	to pick out vermin (e.g. from head, clothes)	vt	-i, tafliya	falla	falla ‫ ﻓﻠﹼﻰ‬vt (-i, tafliya) to pick out vermin (e.g. from head, clothes)
ﻓﻼﺘﻲ	one of the Fellata (collective term applied to immigrants of West African origin)	n	pl fallaata	fallaati	fallaati ‫ ﻓﻼﺘﻲ‬n (pl fallaata) one of the Fellata (collective term applied to immigrants of West African origin)
ﻓﻠﹼل	to become dark	vi	filleel	fallal	fallal ‫ ﻓﻠﹼل‬vi (filleel) to become dark
ﻓﻠﹼﺱ	to be(come) broke, bankrupt, penniless	vi	tafliis	fallas	fallas ‫ ﻓﻠﹼﺱ‬vi (tafliis) to be(come) broke, bankrupt, penniless • vt (slang) to break open (e.g. a lock)
ﻓﻠﹼﺱ	to break open (e.g. a lock)	vt	slang	fallas	fallas ‫ ﻓﻠﹼﺱ‬vi (tafliis) to be(come) broke, bankrupt, penniless • vt (slang) to break open (e.g. a lock)
ﻓﻠﹼﻭﻜﺔ	small sailing boat (river)	n	pl fallaayik	falluuka	falluuka ‫ ﻓﻠﹼﻭﻜﺔ‬n (pl fallaayik) small sailing boat (river)
ﻓﻨﻴﻠﺔ	undershirt, vest; faniila be- ḥammaalaat undershirt, vest; faniilat ṣuuf/ṣagaṭ pullover, sweater, cardigan	n	pl fanillaat, fanaayil	faniila	faniila ‫ ﻓﻨﻴﻠﺔ‬n (pl fanillaat, fanaayil) undershirt, vest; faniila be- ḥammaalaat undershirt, vest; faniilat ṣuuf/ṣagaṭ pullover, sweater, cardigan
ﻓﻨﺠﻁ	to gallop about, run and prance about	vi	finjeeṭ, fanjaṭa	fanjaṭ	fanjaṭ ‫ ﻓﻨﺠﻁ‬vi (finjeeṭ, fanjaṭa) to gallop about, run and prance about
ﻓﻥ	art	n	pl funuun	fann	fann ‫ ﻓﻥ‬n (pl funuun) art
 ﻓﻥ	to throw (stones)	vt	i, fann	fanna 	fanna ‫ ﻓﻥ‬vt (i, fann) to throw (stones)
ﻓﻨﹼﺎﻥ	artist	n (m)	m	fannaan	fannaan ‫ ﻓﻨﹼﺎﻥ‬n (m) artist
ﻓﻨﹼﺎﻨﺔ	artist	n (f)	f	fannaana	fannaana ‫ ﻓﻨﹼﺎﻨﺔ‬n (f) artist
ﻓﻨﹼﻲ	technical	adj	NA	fanni	fanni ‫ ﻓﻨﹼﻲ‬adj 1 technical 2 artistic
ﻓﻨﹼﻲ	artistic	adj	NA	fanni	fanni ‫ ﻓﻨﹼﻲ‬adj 1 technical 2 artistic
ﻓﻨﺘﻭﺕ	little blighter, plucky little devil	n	pl fanaatiit	fantuut	fantuut ‫ ﻓﻨﺘﻭﺕ‬n (pl fanaatiit) little blighter, plucky little devil
ﻓﻨﻁﺎﻅ	tank (for water)	n	NA	fanṭaaẓ	fanṭaaẓ ‫ ﻓﻨﻁﺎﻅ‬n (pl fanaaṭiiẓ) 1 tank (for water) 2 tanker (lorry)
ﻓﻨﻁﺎﻅ	tanker (lorry)	n	NA	fanṭaaẓ	fanṭaaẓ ‫ ﻓﻨﻁﺎﻅ‬n (pl fanaaṭiiẓ) 1 tank (for water) 2 tanker (lorry)
ﻓﻘﻴﻪ	expert in Islamic law	n	pl fuqaha	faqiih	faqiih ‫ ﻓﻘﻴﻪ‬n (pl fuqaha) expert in Islamic law
ﻓﻘﺭﺓ	paragraph	n	NA	faqra	faqra ‫ ﻓﻘﺭﺓ‬n 1 paragraph 2 short series of songs
ﻓﻘﺭﺓ	short series of songs	n	NA	faqra	faqra ‫ ﻓﻘﺭﺓ‬n 1 paragraph 2 short series of songs
ﻓﻘﺭﻱ	spinal	adj	NA	faqri	faqri ‫ ﻓﻘﺭﻱ‬adj spinal
ﻓﺭﻋﻭﻥ	pharaoh	n	pl faraaʿna	farʿoon	farʿoon ‫ ﻓﺭﻋﻭﻥ‬n (pl faraaʿna) pharaoh
ﻓﺭﻋﻭﻨﻲ	pharaonic	adj	NA	farʿooni	farʿooni ‫ ﻓﺭﻋﻭﻨﻲ‬adj pharaonic
ﻓﺭﺍﻍ	emptiness; vacuum	n	pl -aat	faraagh	faraagh ‫ ﻓﺭﺍﻍ‬n (pl -aat) emptiness; vacuum
ﻓﺭﺍﺵ	butterflies	coll n	NA	faraash	faraash ‫ ﻓﺭﺍﺵ‬coll n butterflies
ﻓﺭﺍﻭﻟﺔ	strawberries	n	NA	faraawla	faraawla ‫ ﻓﺭﺍﻭﻟﺔ‬n strawberries
ﻓﺭﺩ	to unfold	vt	i, farid	farad	farad ‫ ﻓﺭﺩ‬vt (i, farid) to unfold
ﻓﺭﺽ	(ʿala) to impose (on)	vt	i, fariḍ	faraḍ	faraḍ ‫ ﻓﺭﺽ‬vt (i, fariḍ) (ʿala) to impose (on)
ﻓﺭﻕ	to differ, be different; da ma bifrig that doesn't make a difference	vi	i, farig	farag	farag ‫ ﻓﺭﻕ‬vi (i, farig) to differ, be different; da ma bifrig that doesn't make a difference
ﻓﺭﻗﺔ	little space; little time; addii-ni faraga maʿaa-k make me some space; make some time for me	n	NA	faraga	faraga ‫ ﻓﺭﻗﺔ‬n little space; little time; addii-ni faraga maʿaa-k make me some space; make some time for me
ﻓﺭﺡ	joy, happiness, delight	n	NA	faraḥ	faraḥ ‫ ﻓﺭﺡ‬n (pl afraaḥ) 1 joy, happiness, delight 2 wedding
ﻓﺭﺡ	wedding	n	NA	faraḥ	faraḥ ‫ ﻓﺭﺡ‬n (pl afraaḥ) 1 joy, happiness, delight 2 wedding
ﻓﺭﺝ	relief	n	NA	faraj	faraj ‫ ﻓﺭﺝ‬n 1 relief 2 (pl furuuj) vulva
ﻓﺭﺝ	vulva	n	NA	faraj	faraj ‫ ﻓﺭﺝ‬n 1 relief 2 (pl furuuj) vulva
ﻓﺭﻙ	to rub	vt	NA	farak	farak ‫ ﻓﺭﻙ‬vt (i, farik) 1 to rub 2 to stir with a mufraaka
ﻓﺭﻙ	to stir with a mufraaka	vt	NA	farak	farak ‫ ﻓﺭﻙ‬vt (i, farik) 1 to rub 2 to stir with a mufraaka
ﻓﺭﻡ	to mince	vt	u, farim	faram	faram ‫ ﻓﺭﻡ‬vt (u, farim) to mince
ﻓﺭﻨﺩﻴﺕ	guinea worm	n	NA	farandiit	farandiit ‫ ﻓﺭﻨﺩﻴﺕ‬n guinea worm
ﻓﺭﺵ	to cover (e.g. with a sheet, a carpet)	vt	u, farish	farash	farash ‫ ﻓﺭﺵ‬vt (u, farish) to cover (e.g. with a sheet, a carpet)
ﻓﺭﺯ	to sort out	vt	i, fariz	faraz	faraz ‫ ﻓﺭﺯ‬vt (i, fariz) to sort out
ﻓﺭﺩ	individual	n	pl afraad	fard	fard ‫ ﻓﺭﺩ‬n (pl afraad) individual
ﻓﺭﺩﺓ	one of a pair	n	NA	farda	farda ‫ ﻓﺭﺩﺓ‬n (pl -aat, firad) 1 one of a pair 2 (slang) friend, boyfriend/ girlfriend 3 a bus-route (one way)
ﻓﺭﺩﺓ	friend, boyfriend/ girlfriend	n	NA	farda	farda ‫ ﻓﺭﺩﺓ‬n (pl -aat, firad) 1 one of a pair 2 (slang) friend, boyfriend/ girlfriend 3 a bus-route (one way)
ﻓﺭﺩﺓ	a bus-route (one way)	n	NA	farda	farda ‫ ﻓﺭﺩﺓ‬n (pl -aat, firad) 1 one of a pair 2 (slang) friend, boyfriend/ girlfriend 3 a bus-route (one way)
ﻓﺭﺩﻱ	individual	adj	NA	fardi	fardi ‫ ﻓﺭﺩﻱ‬adj 1 individual 2 odd (of numbers)
ﻓﺭﺩﻱ	odd (of numbers)	adj	NA	fardi	fardi ‫ ﻓﺭﺩﻱ‬adj 1 individual 2 odd (of numbers)
ﻓﺭﻓﺭ	to move convulsively	vi	NA	farfar	farfar ‫ ﻓﺭﻓﺭ‬(farfara) vi to move convulsively • vt (slang) to mess up (e.g. a room) while searching for sth.
ﻓﺭﻓﺭ	to mess up (e.g. a room) while searching for sth.	vt	slang	farfar	farfar ‫ ﻓﺭﻓﺭ‬(farfara) vi to move convulsively • vt (slang) to mess up (e.g. a room) while searching for sth.
ﻓﺭﻓﺭﺓ	convulsion; farfarat maḍbuuḥ convulsion of a slaughtered animal	n	NA	farfara	farfara ‫ ﻓﺭﻓﺭﺓ‬n convulsion; farfarat maḍbuuḥ convulsion of a slaughtered animal
ﻓﺭﻓﺵ	/vt to cheer up	vi	NA	farfash	farfash ‫ ﻓﺭﻓﺵ‬(firfeesh, farfasha) vi/vt to cheer up
ﻓﺭﻗﻊ	to burst open; to explode	vi	NA	fargaʿ	fargaʿ ‫ ﻓﺭﻗﻊ‬(firgeeʿ, fargaʿa) vi to burst open; to explode • vt to cause to burst open; to explode
ﻓﺭﻗﻊ	to cause to burst open; to explode	vt	NA	fargaʿ	fargaʿ ‫ ﻓﺭﻗﻊ‬(firgeeʿ, fargaʿa) vi to burst open; to explode • vt to cause to burst open; to explode
ﻓﺭﻗﻌﺔ	bursting; explosion	n	NA	fargaʿa	fargaʿa ‫ ﻓﺭﻗﻌﺔ‬n bursting; explosion
ﻓﺭﺤﺎﻥ	happy, glad, joyful	adj	NA	farḥaan	farḥaan ‫ ﻓﺭﺤﺎﻥ‬adj happy, glad, joyful
ﻓﺭﻉ	branch; twig	n	NA	fariʿ	fariʿ ‫ ﻓﺭﻉ‬n (pl furuuʿ) 1 branch; twig 2 branch, section
ﻓﺭﻉ	branch, section	n	NA	fariʿ	fariʿ ‫ ﻓﺭﻉ‬n (pl furuuʿ) 1 branch; twig 2 branch, section
ﻓﺭﺽ	duty, obligation	n	NA	fariḍ	fariḍ ‫ ﻓﺭﺽ‬n 1 (pl furuuḍ) duty, obligation 2 (pl faraayiḍ) (Isl) religious duty
ﻓﺭﺽ	(Isl) religious duty	n	NA	fariḍ	fariḍ ‫ ﻓﺭﺽ‬n 1 (pl furuuḍ) duty, obligation 2 (pl faraayiḍ) (Isl) religious duty
ﻓﺭﻕ	difference	n	pl furuugaat	farig	farig ‫ ﻓﺭﻕ‬n (pl furuugaat) difference
ﻓﺭﻴﺩ	unique	adj	NA	fariid	fariid ‫ ﻓﺭﻴﺩ‬adj unique
ﻓﺭﻴﻀﺔ	sacrament (Protestant)	n	pl faraayiḍ	fariiḍa	fariiḍa ‫ ﻓﺭﻴﻀﺔ‬n (pl faraayiḍ) sacrament (Protestant)
ﻓﺭﻴﻕ	quarter of a town or village	n	NA	fariig	fariig ‫ ﻓﺭﻴﻕ‬n (pl firag) 1 quarter of a town or village 2 section of a bedouin camp
ﻓﺭﻴﻕ	section of a bedouin camp	n	NA	fariig	fariig ‫ ﻓﺭﻴﻕ‬n (pl firag) 1 quarter of a town or village 2 section of a bedouin camp
ﻓﺭﻴﻕ	general; lieutenant general; major general	n	pl furaqa	fariiq	fariiq ‫ ﻓﺭﻴﻕ‬n (pl furaqa) general; lieutenant general; major general
ﻓﺭﻴﻕ	team, crew	n	pl firaq	fariiq	fariiq ‫ ﻓﺭﻴﻕ‬n (pl firaq) team, crew
ﻓﺭﻴﺴﺔ	prey	n	pl faraayis	fariisa	fariisa ‫ ﻓﺭﻴﺴﺔ‬n (pl faraayis) prey
ﻓﺭﺥ	sheet of paper	n	pl furuukh	farikh	farikh ‫ ﻓﺭﺥ‬n (pl furuukh) sheet of paper
ﻓﺭﺥ	farikh al- ḥamaam young pigeon, squab	n	NA	farikh	farikh ‫ ﻓﺭﺥ‬n (pl furuukh) 1 farikh al- ḥamaam young pigeon, squab 2 male slave
