term	en_term	cat
تنظيم الناصري موحدة	unified nasserite organisation	NAMED TERROR GROUP
وحدة موحدة للجهاد	unified unit of jihad	NAMED TERROR GROUP
اتحاد المجاهدين	union of mujahadin	NAMED TERROR GROUP
الجيش يونيتا	unita army	NAMED TERROR GROUP
قوة يونيتا	unita force	NAMED TERROR GROUP
جندي يونيتا	unita soldier	NAMED TERROR GROUP
الثورة العربية المتحدة	united arab revolution	NAMED TERROR GROUP
الشركة المتحدة للجهاد	united company of jihad	NAMED TERROR GROUP
مجلس الجهاد الموحد	united jihad council	NAMED TERROR GROUP
موحدة كوكي جبهة التحرير	united kuki liberation front	NAMED TERROR GROUP
موحدة لاو جبهة التحرير الوطني	united lao national liberation front	NAMED TERROR GROUP
الجبهة المتحدة لتحرير أسوم	united liberation front of asom	NAMED TERROR GROUP
الجبهة المتحدة لتحرير آسام	united liberation front of assam	NAMED TERROR GROUP
organizaiton الناصري موحدة	united nasirite organizaiton	NAMED TERROR GROUP
تنظيم الناصري موحدة	united nasirite organisation	NAMED TERROR GROUP
الجبهة المتحدة لتحرير وطنية	united national liberation front	NAMED TERROR GROUP
منظمة الامم المتحدة للشهداء حلبجة	united organization of halabjah martyrs	NAMED TERROR GROUP
الشعوب موحدة التضامن الديمقراطي	united peoples democratic solidarity	NAMED TERROR GROUP
الجبهة الثورية الموحدة بوتان	united revolutionary front of bhutan	NAMED TERROR GROUP
قوات الدفاع الذاتي الموحدة في كولومبيا	united self defense forces of colombia	NAMED TERROR GROUP
مجموعة الدفاع عن النفس الموحدة في كولومبيا	united self defense group of colombia	NAMED TERROR GROUP
موحدة الصومالي مجموعة المؤتمر عيديد	united somali congress aideed group	NAMED TERROR GROUP
المعارضة الطاجيكية الموحدة	united tajik opposition	NAMED TERROR GROUP
الاتحاد الفوضوي غير الرسمي	unofficial anarchist federation	NAMED TERROR GROUP
عصبة الأنصار	usbat al ansar	NAMED TERROR GROUP
الحكم لقومية الويغور تنظيم الجهاد	uygur holy war organization	NAMED TERROR GROUP
الحكم لقومية الويغور تنظيم الجهاد	uygur holy war organisation	NAMED TERROR GROUP
طلائع الفتح الإسلامي	vanguards of the islamic conquest	NAMED TERROR GROUP
المحاربين للأمة بوير	warriors of the boer nation	NAMED TERROR GROUP
فصيل عمل الارصاد الجوية	weathermen action faction	NAMED TERROR GROUP
منظمة تحت الأرض الطقس	weather underground organization	NAMED TERROR GROUP
السرية الطقس	weather undergrounds	NAMED TERROR GROUP
كنيسة طائفة وستبورو	westboro baptist church	NAMED TERROR GROUP
غرب النيل أمام البنك	west nile bank front	NAMED TERROR GROUP
المقاومة الآرية البيضاء	white aryan resistance	NAMED TERROR GROUP
لكي الأبيض من ثول	white order of thule	NAMED TERROR GROUP
حزب وطني الأبيض	white patriot party	NAMED TERROR GROUP
لجنة العمل زراع الخمر	winegrowers action committee	NAMED TERROR GROUP
الحزب الثوري العمال	workers' revolutionary party	NAMED TERROR GROUP
الكنيسة عالم الخالق	world church of the creator	NAMED TERROR GROUP
حركة الجهاد الاسلامي العالم	world islamic jihad group	NAMED TERROR GROUP
منظمة العقاب العالم	world punishment organization	NAMED TERROR GROUP
منظمة العقاب العالم	world punishment organisation	NAMED TERROR GROUP
حركة التاميل العالم	world tamil movement	NAMED TERROR GROUP
وحدت العالم formosans من أجل الاستقلال	world united formosans for independence	NAMED TERROR GROUP
المؤتمر العالمي لقومية الويغور الشباب	world uygur youth congress	NAMED TERROR GROUP
الكوماندوز yanikian	yanikian commandos	NAMED TERROR GROUP
اليرموك جماعة	yarmuk jamaat	NAMED TERROR GROUP
فيلايات موحدة كباردا بلكاريا كراشاي	united vilayat of kabarda balkaria karachai	NAMED TERROR GROUP
فيلايات KBK	vilayat kbk	NAMED TERROR GROUP
اليمن الجهاد الإسلامي	yemen islamic jihad	NAMED TERROR GROUP
اليوروبا الشعوب oodua المؤتمر	yoruba oodua peoples congress	NAMED TERROR GROUP
زاباتيستا	zapatista army of national liberation	NAMED TERROR GROUP
زيمبابوي الاتحاد القومي الافريقي	zimbabwe african nationalist union	NAMED TERROR GROUP
مجموعة العمل الصهيونية	zionist action group	NAMED TERROR GROUP
الجيش الثوري زومي	zomi revolutionary army	NAMED TERROR GROUP
